Transect	Quadrant	soil.type	X	Y	NO3f	NH4f	NO3i	NH4i	NMIN	NETN	PO4	Al	Ca	K	Mg	P	SBC	SN	TotalN	TotalC			
T2	68	V	827090.9808	1152844.722	36.51764514	152.477185	88.9964886	203.9358891	-3.712055	-1.874244	3.106364257	1362.052645	83.75441475	77.09750783	60.45243085	5.810710927	221.3043534	292.9323777	0.455194524	5.82648991			
T2	69	V	827090.475	1152843.86	61.82564727	208.6542795	110.6040543	323.3990741	-5.840114	-1.742086	6.399872745	1388.113209	178.7185408	90.03422606	82.282461	6.716270445	351.0352279	434.0031284	0.476884482	6.294875164			
T2	70	V	827089.9692	1152842.997	81.16643198	326.1220456	147.6875195	194.9140015	2.310248	-2.375753	5.938273899	985.9976861	95.81196465	77.18573901	54.69825234	6.360895439	227.695956	342.601521	NA	NA			
T2	71	V	827089.4633	1152842.134	39.04601478	447.6497664	55.29933903	589.8111081	-5.657667	-0.580476	8.149376278	1596.31308	250.4350303	104.3713674	100.9869112	9.546594055	455.7933089	645.1104471	0.556607014	7.421426859			
T2	72	V	827088.9575	1152841.272	58.99198896	359.5718024	130.232891	468.1976896	-6.423814	-2.544318	6.616121164	1547.666919	194.2197223	94.42951237	90.93761264	7.041669227	379.5868473	598.4305806	24.96719693	6.657919181			
T2	73	V	827088.4517	1152840.409	59.35900809	385.3601953	77.3636321	536.1819362	-6.029513	-0.643022	8.701374771	1126.474686	102.0688194	66.51228995	75.29217029	7.022975588	243.8732796	613.5455683	0.473906305	6.0660007			
T2	74	V	827087.9459	1152839.546	63.16516936	511.5879801	87.77233981	391.4700704	3.411098	-0.878828	1.343526625	1832.734404	193.2671486	74.6155293	89.34179673	6.275683839	357.2244746	479.2424102	16.8934501	4.814195625			
T2	75	V	827087.44	1152838.684	136.3340634	419.2873119	255.5132555	405.3029015	-3.756956	-4.2564	6.497333043	1030.735467	144.7192544	79.93791502	74.38911318	5.456182698	299.0462826	660.816157	0.386355598	5.602156167			
T2	76	V	827086.9342	1152837.821	91.62551545	433.3489531	150.1453334	496.5445787	-4.34698	-2.089993	10.89576511	1491.410558	150.547532	92.32895635	85.63664075	11.05015734	328.5131291	646.6899121	23.47363379	5.601662609			
T2	77	V	827086.4284	1152836.958	99.30086896	534.1106276	132.967681	541.1083873	-1.452306	-1.202386	1.40833979	1414.386556	182.6012116	69.28322724	74.25286581	9.628742838	326.1373047	674.0760683	0.373773434	4.67216793			
T2	78	V	827085.9226	1152836.096	110.2066525	291.4228811	186.6461339	298.1583009	-2.970532	-2.729981	7.260254617	1227.302314	155.2626635	75.98201027	76.84169316	5.783694561	308.0863669	484.8044348	0.35943643	3.684223407			
T2	79	V	827085.4168	1152835.233	81.32610507	568.4585312	138.3245193	386.7034239	4.455596	-2.035658	6.613169393	1272.147212	104.5639111	64.49855226	62.40678283	5.848445305	231.4692462	525.0279432	0.556344437	6.676133239			
T2	80	V	827084.9109	1152834.371	125.1322022	326.9272853	198.4035297	177.7278873	2.711717	-2.616833	3.198586974	725.7523515	40.65906046	41.20006317	26.29174494	0.042938624	108.1508686	376.131417	NA	NA			
T2	81	V	827084.4051	1152833.508	83.10202212	361.4635617	110.8640197	381.3618149	-1.702152	-0.9915	2.246730692	1052.047916	56.43584333	45.41188937	38.92409317	2.649802277	140.7718259	492.2258346	0.403786713	4.542600516			
T2	82	V	827083.8993	1152832.645	98.95391036	1001.326295	145.3906829	518.7749124	15.575522	-1.658456	4.340660324	1386.729068	89.57981763	70.41933846	53.66535104	3.586413522	213.6645071	664.1655953	0.343173593	4.718636906			
T2	83	V	827083.3935	1152831.783	77.05475977	86.21431849	86.78689486	159.8046698	-2.975803	-0.347576	2.005022723	1448.380278	104.405474	69.22335283	57.30072844	10.80223094	230.9295553	246.5915647	0.382246652	4.969206476			
T2	84	V	827082.8876	1152830.92	106.1087295	330.5606664	122.6663048	269.8067702	1.57844	-0.591342	4.066793787	1274.123477	42.74606729	67.95693146	37.05863822	5.005940337	147.761637	392.473075	0.45096951	4.509695097			
T2	85	V	827082.3818	1152830.057	106.7804772	281.2218811	174.6721685	452.7145103	-8.54944	-2.424703	5.839228452	1399.107442	67.92448115	79.39991156	44.99382786	7.801707274	192.3182206	627.3866788	0.481912983	5.879338389			
T2	86	V	827081.876	1152829.195	102.8058856	405.5225351	146.0502841	304.180956	2.074899	-1.544443	4.273766233	1632.467817	65.01461514	71.90712009	48.65465833	8.229062656	185.5763936	450.2312401	22.7379774	4.301779508			
T2	87	V	827081.3702	1152828.332	52.63959798	133.5562951	93.83646164	150.0458573	-2.060229	-1.471317	1.057370135	1526.653491	53.75902448	65.60002073	43.08048113	4.470649057	162.4395263	243.8823189	0.381323424	4.575881084			
T2	88	V	827080.8643	1152827.469	137.7902731	537.8455682	211.7983122	274.9204433	6.747039	-2.643144	5.428435392	1506.612732	60.49926664	69.70680543	41.63175742	8.591225571	171.8378295	486.7187555	18.56063354	4.104755494			
T2	89	V	827080.3585	1152826.607	96.85557685	367.8456229	137.3941662	305.9748112	0.761865	-1.447807	1.988921619	1151.58205	58.08236909	43.48648028	35.21366879	2.829628031	136.7825182	443.3689774	21.5055232	3.867221276			
T2	90	V	827079.8527	1152825.744	99.5140006	150.5798087	99.0679495	61.63534111	3.192519	0.01593	2.774425146	1340.932284	46.30959405	62.12112237	37.965903	0	146.3966194	160.7032906	NA	NA			
T2	91	V	827079.3469	1152824.881	139.861066	660.1561387	182.1319666	573.0557997	1.601051	-1.509675	1.067267233	1338.104938	107.4464167	74.39427268	50.64115147	10.07851945	232.4818409	755.1877663	0.377787294	4.439000707			
T2	92	V	827078.8411	1152824.019	88.26073086	154.7194072	108.3667358	147.281801	-0.452443	-0.718072	2.453144061	1300.595463	51.42695928	60.95701018	35.96738215	4.954463683	148.3513516	255.6485368	0.27051	4.05765			
T2	93	V	827078.3352	1152823.156	318.3332638	449.5205518	249.6410692	506.1182287	0.431947	2.453293	4.175583436	1139.411006	55.16682329	70.4908362	36.26943763	4.126906234	161.9270971	755.7592979	0.377733129	4.249497706			
T2	94	V	827077.8294	1152822.294	143.1024511	561.9965571	189.4075516	524.3544435	-0.309392	-1.653754	3.422919489	1525.215912	112.8367744	55.28526487	52.64870872	5.809915464	220.770748	713.7619951	13.87353695	3.208255419			
T2	95	V	827077.3236	1152821.431	121.837156	376.555187	179.211045	624.0668625	-10.88877	-2.049067	2.896075187	1224.830428	107.2439719	66.43833806	50.87126775	10.93394723	224.5535777	803.2779075	0.387369515	4.454749418			
T2	96	V	827076.8178	1152820.568	338.2068007	830.8802146	326.5357275	1020.172089	-6.3436	0.416824	4.580910397	1317.720988	111.1629302	62.69994195	61.34271017	5.714719556	235.2055823	1346.707817	20.34853161	3.93572422			
T2	97	V	827076.3119	1152819.706	138.0882732	546.3593383	211.8203099	419.4055648	1.900776	-2.633287	5.560291017	1257.880751	181.4658499	67.18455603	55.29662015	12.91636548	303.9470261	631.2258747	0.473356519	5.301593012			
T2	98	V	827075.8061	1152818.843	145.5166646	280.6980535	230.4164584	453.6616859	-9.209408	-3.032135	4.137876074	1288.911371	112.4273657	67.13343202	50.453516	5.609605777	230.0143137	684.0781443	10.80786355	3.840811014			
T2	99	V	827075.3003	1152817.98	230.7337077	358.1575861	221.9895732	505.4001493	-4.946372	0.312291	3.55504567	1413.095581	93.20232273	72.88469352	53.68032368	5.721155323	219.7673399	727.3897225	0.378054215	4.253109919			
T2	100	V	827074.7945	1152817.118	119.7498522	258.7119861	147.9551501	161.9221839	2.449447	-1.007332	3.00791307	990.5034083	33.77199351	44.29503376	27.85879526	0	105.9258225	309.877334	18.80559667	3.81194527			
T2	101	V	827074.2886	1152816.255	128.3986138	391.3699082	175.8042566	381.4111987	-1.33739	-1.693059	0.92146848	1300.520212	176.7319474	74.2284465	68.57363439	10.18879617	319.5340283	557.2154553	0.373675916	4.297273036			
T2	102	V	827073.7828	1152815.392	299.9754228	573.8205206	294.5970513	809.470342	-8.22398	0.192085	6.177641704	1336.199432	77.41073544	78.93138933	51.81468633	6.423319692	208.1568111	1104.067393	6.407105154	4.973936896			
T2	103	V	827073.277	1152814.53	144.7819233	972.7660801	252.135048	843.8275117	0.770909	-3.83404	7.962738141	1298.584342	162.7610996	97.62995357	68.82859714	14.73854133	329.2196503	1095.96256	0.462069552	5.914490261			
T2	104	V	827072.7712	1152813.667	135.4414176	810.6651739	238.2782786	524.9681267	6.530721	-3.672745	4.290259819	1337.745508	63.21084286	61.65072591	47.12966416	5.38644058	171.9912329	763.2464053	9.114133328	4.687268569			
T2	105	V	827072.2654	1152812.805	132.9621432	436.2074135	186.8462213	447.6716826	-2.33387	-1.924431	1.910238984	1127.186003	47.5982095	51.66555327	35.95684189	3.442187006	135.2206047	634.5179039	0.386967288	4.740349283			
T2	106	V	827071.7595	1152811.942	136.9725712	332.756839	180.2013429	351.5412098	-2.214755	-1.543885	8.030908509	1216.411239	99.06322198	72.95897991	48.68495948	7.541887002	220.7071614	531.7425527	0.355626016	4.623138211			
T2	107	V	827071.2537	1152811.079	88.13659105	115.9706789	109.9234268	100.5829601	-0.22854	-0.778101	0.404002983	1210.126323	71.3833812	61.83938658	35.7874964	1.809371429	169.0102642	210.5063869	0.288681282	3.560402483			
T2	108	V	827070.7479	1152810.217	81.6757964	201.0735782	132.5255066	267.5160697	-4.189007	-1.816061	2.450832898	1311.195698	85.58359971	59.18283652	49.3097303	3.730987926	194.0761665	400.0415763	NA	NA			
T2	109	V	827070.2421	1152809.354	142.4733648	414.3583802	196.8186188	621.3996113	-9.335232	-1.940902	2.000080965	1195.982401	64.91808774	60.17286956	39.407731	4.238034606	164.4986883	818.2182301	0.478988874	4.885686513			
T2	110	V	827069.7362	1152808.491	102.2051756	144.0228575	193.5861778	53.69797916	-0.037719	-3.263607	4.235199245	840.7904555	48.15522665	83.43135931	40.12868534	1.345448678	171.7152713	247.284157	18.11485023	5.887326323			
T2	112	V	827068.7246	1152806.766	132.5636032	509.9598448	169.1750634	551.077026	-2.776023	-1.307552	1.165067708	1626.867061	94.95990353	62.47679106	63.05069624	6.245581342	220.4873908	720.2520894	6.22933753	3.287705919			
T2	113	V	827068.2188	1152805.903	102.5487207	130.5959674	150.4457406	181.9464609	-3.544554	-1.710608	1.455919369	1175.755898	50.68015646	57.4731287	33.03784546	2.965034474	141.1911306	332.3922015	0.384636685	4.327162707			
T2	114	V	827067.713	1152805.041	356.0545	631.7019124	324.5453315	798.273812	-4.823669	1.125327	2.318658543	1290.911866	57.56935101	71.35093981	42.18808728	4.819935205	171.1083781	1122.819144	13.58181872	3.332961648			
T2	115	V	827067.2071	1152804.178	128.2298044	962.6202345	198.9656491	598.0622155	10.493649	-2.52628	5.014691532	1295.55699	98.42857369	74.82746599	52.02372352	7.420064252	225.2797632	797.0278646	0.385406401	4.817580011			
T2	116	V	827066.7013	1152803.316	127.3838168	1120.639611	221.4544685	603.7893344	15.099272	-3.359666	4.630332263	1254.500284	125.9627377	74.28460069	53.62956943	6.295150244	253.8769078	825.2438029	8.56085433	4.669556907			
T2	117	V	827066.1955	1152802.453	0	377.8592548	281.6069076	210.7982074	-4.090924	-10.05739	3.971308362	1293.020017	138.1329968	98.73847428	66.4696202	5.943466216	303.3410913	492.405115	0.482964259	5.988756811			
T2	118	V	827065.6897	1152801.59	141.0962092	179.7035884	200.9266938	254.6178515	-4.812312	-2.136803	2.458739588	1255.448766	95.66812055	93.64550389	57.36601705	4.878140207	246.6796415	455.5445453	20.40720385	4.737386609			
T2	119	V	827065.1838	1152800.728	133.2560887	523.7593755	202.7030394	631.5745603	-6.330791	-2.480248	3.137302751	1198.630797	74.96165723	86.78048069	61.63664641	4.766568381	223.3787843	834.2775997	0.378414229	4.257160071			
T2	120	V	827064.678	1152799.865	115.7205239	198.5490832	102.101097	146.04746	2.361466	0.486408	2.611189729	1192.231809	85.24016999	82.33725649	43.85998252	4.483374611	211.437409	248.148557	0.255227061	3.062724735			
T2	121	V	827064.1722	1152799.002	144.7980865	515.84374	168.2072045	494.6339212	-0.078546	-0.83604	0.405167194	1117.442047	51.09495133	42.00887058	35.24897751	2.361691761	128.3527994	662.8411257	0.287851783	3.358270804			
T2	122	V	827063.6664	1152798.14	127.2895331	436.1569221	154.755021	559.0169901	-5.36877	-0.98091	1.701277821	1268.18709	51.4406492	61.36211519	35.43627224	3.431938073	148.2390366	713.7720111	22.76500612	2.738647353			
T2	123	V	827063.1605	1152797.277	94.35279209	470.4519353	115.780063	367.3075999	2.918467	-0.76526	0.909511069	1458.500781	65.51620098	55.32059744	43.25660314	3.742517031	164.0934016	483.0876629	0.286307675	3.435692105			
T2	124	V	827062.6547	1152796.414	130.020975	522.6683428	181.0049858	419.8312559	1.851896	-1.820858	0.969475248	1388.221699	86.52980687	33.2121246	48.57511242	2.457424218	168.3170439	600.8362417	0.259934434	2.945923588			
T2	125	V	827062.1489	1152795.552	40.25924899	28.85464685	40.45818677	66.40374066	-1.348144	-0.007105	0.143842568	1315.962252	84.25596631	44.43315689	37.93775029	1.260972665	166.6268735	106.8619274	0.194657259	2.725201627			
T2	126	V	827061.6431	1152794.689	52.20615255	112.9877383	63.49752649	143.9145462	-1.507792	-0.403263	2.365505382	1333.498519	124.9186967	51.37962276	47.00219763	1.562459805	223.3005171	207.4120727	0.269878904	3.058627579			
T2	127	V	827061.1373	1152793.827	62.5016674	657.8881946	67.20299498	560.6989944	3.303138	-0.167905	1.332157185	1230.820944	126.1179384	69.47159523	60.08010402	3.394241374	255.6696377	627.9019894	0.283750299	3.215836725			
T2	128	V	827060.6314	1152792.964	169.835698	438.8520387	141.7657629	431.1740896	1.27671	1.002498	0.479596175	1214.883507	114.2796921	57.48147511	69.37158264	2.196454564	241.1327499	572.9398525	NA	NA			
T2	129	V	827060.1256	1152792.101	69.46034131	223.0875412	65.0194588	83.00410237	5.161583	0.158603	0.260814147	1334.281432	110.8681383	50.87776365	47.97955024	2.33492094	209.7254522	148.0235612	0.289861577	2.995236295			
T2	130	V	827059.6198	1152791.239	57.15401439	51.07519868	38.98486621	22.84579833	1.657091	0.648898	0	698.0370221	27.2452043	31.07624068	15.78722044	0.11428529	74.10866542	61.83066454	7.070204106	2.094875291			
T2	131	V	827059.114	1152790.376	34.14773374	111.8131293	18.47200554	97.72474101	1.063004	0.559847	0	1400.639089	50.35991063	39.36518995	27.98139222	0.921106775	117.7064928	116.1967466	0.095217443	1.904348869			
T2	132	V	827058.6081	1152789.513	70.1135353	450.3464845	83.98722976	404.9640341	1.125313	-0.495489	0.481330323	1509.773196	77.18190687	49.05938492	38.4687257	4.766911161	164.7100175	488.9512639	0.261774491	2.530486742			
T2	133	V	827058.1023	1152788.651	66.53964045	415.4347094	67.59516791	309.5921153	3.742395	-0.037697	0.147857829	1446.943154	92.27761694	48.52731077	38.15692962	3.596734055	178.9618573	377.1872832	0.284056653	3.124623181			
T2	134	V	827057.5965	1152787.788	79.69922033	100.0231981	109.010816	158.5563644	-3.137313	-1.046843	1.276841589	1730.023051	111.368259	54.72515019	37.30994305	4.488919689	203.4033522	267.5671804	16.94681642	3.131476947			
T2	135	V	827057.0907	1152786.925	80.15343054	198.023396	113.637659	329.7231654	-5.899428	-1.195865	0.752842196	1396.335887	91.27529367	55.52119069	37.00662686	2.707858611	183.8031112	443.3608244	0.290100636	3.191106997			
T2	136	V	827056.5848	1152786.063	48.20884484	123.6879835	71.34967436	72.78953113	0.991344	-0.826458	2.891700802	1528.538017	93.97040128	77.9309253	40.44511216	6.748553204	212.3464387	144.1392055	0.278867025	3.346404301			
T2	137	V	827056.079	1152785.2	85.81790729	347.555259	92.23701771	322.6004694	0.661989	-0.229254	3.121322134	1098.907186	91.60320102	66.10605547	41.35483198	3.908397775	199.0640885	414.8374871	0.376763419	4.050206758			
T2	138	V	827055.5732	1152784.338	107.9884616	538.4924604	162.814654	515.7355108	-1.14533	-1.958078	2.633835775	1166.993798	122.013511	88.42612701	58.19839889	4.074621079	268.6380369	678.5501648	NA	NA			
T2	139	V	827055.0674	1152783.475	9.20223048	44.86546738	10.83002756	39.4287412	0.136033	-0.058136	0.420808657	139.7377755	14.12248133	7.147956452	6.50205038	0.710217471	27.77248816	50.25876876	3.806005351	39.96305619			
T2	140	V	827054.5616	1152782.612	89.84956008	108.4772801	72.17106812	43.13783673	2.964926	0.631375	0	1181.569135	54.76492697	44.19029113	25.19903405	0	124.1542522	115.3089049	0.17063895	1.962347923			
T2	141	V	827054.0557	1152781.75	50.78250899	75.42549469	34.11315153	87.44882522	0.16593	0.595334	0	1286.950867	86.24639292	54.21651983	41.57660004	0.681551124	182.0395128	121.5619768	0.190059467	1.900594673			
T2	142	V	827053.5499	1152780.887	58.02193956	101.8770483	43.09596995	109.4359052	0.263111	0.53307	0	1538.584074	282.1608861	72.63170315	88.42070219	2.418559401	443.2132914	152.5318752	NA	NA			
T2	143	V	827053.0441	1152780.024	29.13354191	43.95386686	15.67301765	83.95409443	-0.947847	0.480733	0	1309.389132	178.3056793	60.6248065	53.73472801	5.812478854	292.6652138	99.62711208	0.094698166	1.515170662			
T2	144	V	827052.5383	1152779.162	64.36846867	73.82569472	83.70954663	159.5106506	-3.75093	-0.690753	0	1570.295947	254.6148166	52.4530403	67.64304844	1.91927268	374.7109053	243.2201972	11.87821305	2.375642611			
T2	145	V	827052.0324	1152778.299	37.63003023	238.926853	28.27522789	158.4468453	3.208386	0.3341	0	1085.859523	259.4266365	54.18586989	61.56070414	6.546466235	375.1732105	186.7220732	0.192276922	2.211184598			
T2	146	V	827051.5266	1152777.436	40.92251947	105.6521134	39.91619143	71.20330957	1.266255	0.03594	0	1186.112725	288.5314352	59.33609679	74.94595736	0.946629873	422.8134894	111.119501	NA	NA			
T2	147	V	827051.0208	1152776.574	44.50178236	145.7890291	64.9417667	191.1515203	-2.350088	-0.729999	1.082624215	1172.998905	275.2240473	60.17374452	76.70062707	3.045527324	412.0984189	256.093287	0.287080222	3.540656072			
T2	148	V	827050.515	1152775.711	74.18434065	350.8510336	102.2182928	525.8799495	-7.252245	-1.001213	3.482706811	1242.147696	133.3491753	85.73849883	51.19396209	4.575693049	270.2816362	628.0982423	0.255663209	3.15317958			
T2	149	V	827050.0091	1152774.849	91.72171133	310.3550435	101.0238693	338.173633	-1.325741	-0.33222	1.498505753	1103.952124	111.900498	56.03877842	40.42269175	2.979476573	208.3619682	439.1975023	0.378029472	3.780294722			
T2	150	V	827049.5033	1152773.986	87.94640871	187.6208312	84.88352449	114.3670327	2.725596	0.109389	0	1076.882962	96.34275493	84.0784887	34.5442644	0.478552348	214.965508	199.2505572	15.84633871	3.13537183			
T2	151	V	827048.9975	1152773.123	75.75121894	378.8007159	76.80882398	418.1668712	-1.443706	-0.037772	0.145908424	1099.93975	207.0186954	72.50947432	60.16717767	0	339.6953474	494.9756952	0.287851783	3.550171992			
T2	152	V	827048.4917	1152772.261	36.93527715	127.7779892	26.72539978	204.1810758	-2.364043	0.364638	0	1554.593492	253.8518464	67.97546744	73.9332561	2.553752277	395.7605699	230.9064756	NA	NA			
T2	153	V	827047.9859	1152771.398	43.09972856	110.5098987	50.9852829	182.5623527	-2.854929	-0.281627	0.321979458	1523.166969	180.3972304	83.99811596	57.53559442	8.738338037	321.9309408	233.5476356	0.260886208	3.30455864			
T2	154	V	827047.48	1152770.535	58.15970096	82.08338412	66.1594969	97.55717665	-0.838342	-0.285707	0.611547887	1400.073737	149.5909138	70.9955439	46.38791011	3.417538078	266.9743678	163.7166736	15.10920109	3.021840218			
T2	155	V	827046.9742	1152769.673	22.59311373	185.6286001	17.76106181	287.5889823	-3.468869	0.172573	0	1062.018234	397.8626456	62.84394865	114.3890388	6.798800574	575.0956331	305.3500441	0.191980115	2.783711667			
T2	156	V	827046.4684	1152768.81	10.08282822	612.0637773	36.58310279	322.195817	9.405989	-0.946438	0.763316316	1358.417987	1036.780847	190.9808393	305.9211246	4.19471422	1533.682811	358.7789198	0.366820405	5.594011173			
T2	159	V	827044.9509	1152766.222	0	414.353301	7.895104485	288.5748726	4.210119	-0.281968	3.745625602	1146.007646	481.033282	371.1460142	329.9526532	3.131895974	1182.131949	296.4699771	8.027070294	6.792136403			
T2	162	V	827043.4335	1152763.634	7.549316658	487.8911445	63.36878696	501.5162576	-2.480164	-1.993553	15.18820971	1474.958665	1673.735581	254.1667949	566.2951402	20.28965899	2494.197516	564.8850446	22.4929736	12.10465246			
T2	163	V	827042.9276	1152762.772	20.08134608	383.133939	44.83762715	324.4996363	1.209929	-0.884153	4.120211964	1203.279933	1162.845201	311.7562058	426.6676787	14.49503854	1901.269086	369.3372635	0.76112589	9.514073631			
T2	164	V	827042.4218	1152761.909	158.919409	517.666623	257.5859297	880.7033383	-16.489401	-3.523804	7.437050413	1144.596184	494.0127399	137.0497474	223.767688	6.497466081	854.8301753	1138.289268	15.7088084	6.008833815			
T2	165	V	827041.916	1152761.046	275.4965937	1141.649621	235.1894796	671.344398	18.236155	1.43954	8.488212039	808.3136018	401.9714328	183.310861	174.5508747	5.887327133	759.8331685	906.5338776	0.478310389	6.026710898			
T2	167	V	827040.9043	1152759.321	0	146.2529924	0	174.4978296	-1.008744	0	0.436220159	1350.980774	397.3127853	100.5309706	176.5279875	1.610523358	674.3717434	174.4978296	0.286457825	3.246522012			
T2	168	V	827040.3985	1152758.458	14.71624425	402.4161294	27.05714653	619.6081628	-8.197605	-0.440747	0.643865807	1470.267693	665.6626308	110.1285467	231.109467	4.154953303	1006.900645	646.6653093	0.34789858	3.82688438			
T2	169	V	827039.8927	1152757.596	41.18378261	487.4129644	29.82922868	413.2999849	3.052412	0.40552	0.258853454	1168.831089	415.0474081	78.52528925	169.9994375	7.843012381	663.5721349	443.1292136	0.259606349	2.942205285			
T2	170	V	827039.3869	1152756.733	72.79553966	302.3099598	106.9184489	205.4051234	2.242212	-1.218675	1.208270047	834.4222924	239.5206405	83.11244864	101.8039716	1.102043784	424.4370607	312.3235723	NA	NA			
T2	171	V	827038.881	1152755.871	0	361.3982897	0	177.7637733	6.558376	0	1.709809471	1662.480546	329.7820859	114.7540296	131.2337578	6.83195269	575.7698733	177.7637733	22.77587103	5.22724909			
T2	173	V	827037.8694	1152754.145	0	401.7490313	14.76305817	261.7472067	4.472813	-0.527252	5.015624552	1499.278464	283.3150032	142.3750276	106.9342079	9.288799068	532.6242387	276.5102649	21.64635707	5.250392992			
T2	177	V	827035.8461	1152750.695	46.93213622	531.9220888	80.9335574	680.0949181	-6.506223	-1.214336	9.880405472	1516.812537	468.7179332	168.1154753	181.9219548	12.22659032	818.7553633	761.0284755	0.573336125	8.122261773			
T2	178	V	827035.3403	1152749.832	76.82790023	732.2293995	142.3147307	784.9719977	-4.22248	-2.338815	7.804915639	1500.691239	241.9012422	132.4728154	123.2823661	9.242255019	497.6564237	927.2867284	NA	NA			
T2	179	V	827034.8345	1152748.969	67.87858313	147.5554854	106.305263	236.1212498	-4.535444	-1.372381	3.107244256	1884.709858	216.0163812	84.7762832	107.2842752	7.227849245	408.0769396	342.4265128	27.41387319	6.208716925			
T2	180	V	827034.3286	1152748.107	135.7928235	613.7076238	289.2641389	291.197653	6.037095	-5.481118	4.777887653	1001.841896	80.25294585	71.08892855	53.47496745	3.259686432	204.8168419	580.4617919	0.413153289	4.544686182			
T2	181	V	827033.8228	1152747.244	147.763318	489.4859845	210.2482243	648.3770671	-7.906285	-2.231604	4.318350266	1433.608646	192.0065932	90.86964558	88.38045616	6.86246193	371.2566949	858.6252914	0.372961528	4.195817187			
T2	182	V	827033.317	1152746.381	145.4228951	647.7067617	192.1588273	675.7468217	-2.670571	-1.66914	4.413814885	1293.946691	160.0481996	77.60881995	88.32966462	5.186465913	325.9866842	867.905649	0.337485835	3.965458556			
T2	183	V	827032.8112	1152745.519	235.2489262	471.6968122	211.5580213	403.5389068	3.280315	0.846104	0.755058996	NA	NA	NA	NA	NA	NA	615.0969281	NA	NA			
T2	184	V	827032.3053	1152744.656	70.90130183	657.7306248	87.65312481	286.3495817	12.665329	-0.598279	2.127952021	1333.466992	212.5002685	67.40948826	83.2129221	4.996441861	363.1226789	374.0027065	3.647450658	2.692165962			
T2	185	V	827031.7995	1152743.794	76.99476532	321.6738637	100.320406	325.4563674	-0.968148	-0.833059	1.992152063	1277.626799	100.4916587	76.51789567	58.37511907	4.554521956	235.3846734	425.7767734	0.290941646	3.491299751			
T2	186	V	827031.2937	1152742.931	90.12672865	401.9079175	108.389911	558.0872208	-6.230089	-0.652257	1.529897893	1279.343655	111.7103527	83.72283126	44.89941873	2.236552484	240.3326027	666.4771318	NA	NA			
T2	187	V	827030.7879	1152742.068	36.09960811	82.51456451	34.76129813	78.71492927	0.183498	0.047797	0.585988918	1250.271218	91.74683324	56.46359777	36.29821601	1.894876329	184.508647	113.4762274	0.286694842	3.05807831			
T2	188	V	827030.2821	1152741.206	93.80284743	506.6634032	92.13878492	563.1841598	-1.959168	0.059431	1.743706068	1308.621296	70.90664181	62.57051352	34.34101612	2.2524292	167.8181715	655.3229447	10.21273042	2.893606952			
T2	189	V	827029.7762	1152740.343	67.2157456	600.6163551	58.12786498	450.6750455	5.679614	0.324567	1.718832645	1204.232793	84.63908095	67.26504246	41.34007613	2.908750861	193.2441995	508.8029105	0.278561151	3.528441247			
T2	190	V	827029.2704	1152739.48	126.9164066	346.0229677	128.9533733	192.2222004	5.420136	-0.072749	1.074441482	1384.654149	107.0292209	95.80786381	43.31664006	3.650784833	246.1537248	321.1755737	22.49520846	2.977307002			
T2	191	V	827028.7646	1152738.618	58.57696703	210.0625976	85.02012179	169.1452949	0.516934	-0.944398	2.073610626	1322.545498	110.76311	100.9512089	49.05500508	4.162974327	260.769324	254.1654167	0.383485689	4.60182827			
T2	192	V	827028.2588	1152737.755	76.32614826	228.1196626	102.9715571	284.2228438	-2.955307	-0.951622	1.806493246	1813.141918	127.3008816	73.95877421	53.72405443	6.693517633	254.9837102	387.1944009	6.472650824	3.955508837			
T2	193	V	827027.7529	1152736.892	79.31226704	231.4779074	87.17945399	328.8569531	-3.758794	-0.280971	2.685202682	1307.346305	70.79822494	93.144538	33.96604265	2.860007728	197.9088056	416.0364071	NA	NA			
T2	194	V	827027.2471	1152736.03	41.30601541	139.9481655	78.32972828	110.0271583	-0.253668	-1.322275	4.399290704	1402.288761	74.79997723	92.34749108	40.01129327	7.058262433	207.1587616	188.3568866	0.374242147	4.490905768			
T2	195	V	827026.7413	1152735.167	138.818091	216.3410593	190.6242875	267.785278	-3.687515	-1.850221	1.303896339	1391.52146	99.6448362	65.42285509	43.44527508	3.856466336	208.5129664	458.4095655	0.289900346	3.672071051			
T2	196	V	827026.2355	1152734.305	79.21197096	620.1695868	98.6993941	423.8373408	6.315887	-0.695979	0.293055747	1672.248223	135.2073824	56.23275954	50.5942342	4.269220026	242.0343761	522.5367349	NA	NA			
T2	197	V	827025.7296	1152733.442	52.2568167	315.84426	36.56977995	120.7276031	7.528703	0.560251	0.23677276	1363.868614	125.1260589	59.15645271	39.28626196	8.172943103	223.5687736	157.2973831	0.283816432	3.405797188			
T2	198	V	827025.2238	1152732.579	40.46555055	131.469055	81.79152187	120.5543784	-1.086118	-1.475928	1.911394447	1321.513334	53.06099633	50.90079021	30.49353099	2.958812339	134.4553175	202.3459003	NA	NA			
T2	199	V	827024.718	1152731.717	116.3670602	304.2438963	177.7220678	274.280415	-1.121126	-2.19125	1.329150966	1669.65571	121.648897	67.2641936	61.76599649	6.003469139	250.6790871	452.0024828	26.42835436	4.516846017			
T2	200	V	827024.2122	1152730.854	86.25141453	299.6641725	121.7273454	171.1019156	3.324512	-1.266998	0.294040462	853.4924749	36.80240123	49.02620348	22.69043817	0.062505267	108.5190429	292.829261	21.16851524	4.370827033			
