Transect	Quadrant	soil.type	X	Y	NO3f	NH4f	NO3i	NH4i	NMIN	NETN	PO4	Al	Ca	K	Mg	P	SBC	SN	TotalN	TotalC			
T3	189	V	826841.1724	1152470.783	26.86214199	128.4715709	80.88600376	151.5169867	-2.752474	-1.929424	4.061644166	1410.037166	79.21392204	84.8248558	57.84256506	5.64404275	221.8813429	232.4029905	0.475669439	6.944773803			
T3	190	V	826840.1813	1152470.65	68.2896968	169.0757178	130.8031846	67.89938591	1.380816	-2.232625	6.283171297	999.9647481	63.85346016	93.95549929	47.9959024	8.665387234	205.8048619	198.7025705	0.627008212	10.21127659			
T3	191	V	826839.1901	1152470.518	52.05217613	366.2849979	104.5011526	321.1838669	-0.262423	-1.873178	8.609745541	1367.66089	87.7847346	88.7286938	43.07000397	12.78740172	219.5834324	425.6850195	0.561967828	7.305581762			
T3	192	V	826838.199	1152470.385	57.46706864	322.7983898	116.6887384	129.9602896	4.772015	-2.11506	4.443163009	778.7370163	33.21598042	78.06964034	35.70963312	7.981737363	146.9952539	246.649028	0.61316679	8.409144549			
T3	193	V	826837.2079	1152470.252	58.97670214	156.5788378	116.0502556	138.9233342	-1.407787	-2.038341	2.908222359	1338.849107	82.09150051	84.63818056	46.63714818	11.50816085	213.3668293	254.9735898	0.47502819	6.460383383			
T3	194	V	826836.2167	1152470.119	NA	NA	NA	NA	NA	NA	5.697908646	1125.506453	33.70862652	128.6413899	46.67942099	3.455906698	209.0294374	NA	NA	NA			
T3	195	V	826835.2256	1152469.986	45.15681868	241.3556943	96.42644461	115.446947	2.665683	-1.831058	5.456208224	1254.558284	94.17734911	72.83009425	41.71739239	12.50709527	208.7248358	211.8733916	0.380683952	5.234404339			
T3	196	V	826834.2345	1152469.853	83.89477759	157.4948601	154.7465026	55.78994129	1.1019	-2.530419	5.271995582	970.505615	66.08061637	73.96090905	45.09277717	3.095507853	185.1343026	210.5364439	0.464719661	5.762523798			
T3	197	V	826833.2434	1152469.72	104.9050381	333.4017689	214.8282753	339.6977262	-4.150686	-3.92583	8.188692278	1248.479623	132.2771309	107.3988811	60.783527	12.64768903	300.459539	554.5260015	0.465031518	6.324428644			
T3	198	V	826832.2522	1152469.587	59.81171262	107.9758812	110.7727824	47.35657807	0.344937	-1.820038	3.002878884	813.348773	47.64627762	122.9304104	28.19885341	4.069973663	198.7755414	158.1293605	0.448495231	5.471641821			
T3	199	V	826831.2611	1152469.454	112.751096	919.2593848	202.1779876	896.3888689	-2.377013	-3.193818	7.687255231	1125.159529	85.62901704	97.25142368	51.56720477	3.891772401	234.4476455	1098.566857	NA	NA			
T3	200	V	826830.27	1152469.321	100.5867794	211.1944806	137.7905342	51.82553977	4.363042	-1.328706	1.730236448	727.1664936	36.38476584	48.81341622	21.76155615	1.182350897	106.9597382	189.616074	0.441347981	4.943097392			
T3	0/20	V	827047.3275	1152498.425	59.52935311	85.6148734	73.54398033	19.0230201	1.877758074	-0.500522401	0	826.1014269	17.50400613	42.7874633	21.1841048	0	81.47557423	92.56700043	0.388911362	4.555818811			
T3	20-Oct	V	827037.4162	1152497.096	49.49598835	133.0257456	135.3629239	49.21614098	-0.073476107	-3.066676271	0.580078327	636.580388	30.51401269	68.23938679	21.12854375	0.407953023	119.8819432	184.5790649	0.623639918	7.887210726			
T3	20/10	V	827028.8338	1152485.856	80.09191751	142.954724	134.7066719	17.6690685	2.523960756	-1.950526942	0.305337077	1035.137234	33.17395081	65.62597055	36.56159203	0.134671347	135.3615134	152.3757404	0.458509662	5.593817881			
T3	20/40	V	827024.8471	1152515.59	90.40236646	306.3659376	175.0005481	37.09827408	6.595338638	-3.021363629	0.488787055	657.7439711	41.05667492	55.37498252	29.7837832	0.314519977	126.2154406	212.0988222	0.527208238	6.008355954			
T3	30/0	V	827020.2515	1152474.616	58.61060023	124.3604553	117.0753667	36.89518134	1.03573241	-2.088027373	0.060881042	464.8202911	31.20700555	31.51890855	17.53999279	0	80.26590689	153.970548	0.496706346	5.840898694			
T3	30/30	V	827016.2647	1152504.35	101.6753184	342.4369277	187.2505864	145.1436125	3.989930259	-3.056259572	2.336400996	633.133003	21.42097836	61.34476529	34.7732372	0.653804548	117.5389809	332.3941989	0.524909894	6.473888697			
T3	40/10	V	827009.0112	1152483.198	39.41887346	117.0265507	83.82526253	3.994157246	2.450928729	-1.585942467	0.303505698	465.5296816	18.91518124	28.96442227	16.44569095	0	64.32529446	87.81941978	0.479727402	5.682924603			
T3	40/40	V	827005.0245	1152512.932	59.2522689	179.8499054	118.4316209	101.2755803	0.692677608	-2.113548286	1.145432973	683.842366	49.26043641	49.42138084	23.27671242	0.276727897	121.9585297	219.7072012	0.533632272	6.846773388			
T3	50/0	V	827000.4289	1152471.958	29.83759345	54.56424984	18.98755947	16.31511689	1.753541676	0.387501214	0	422.4216334	15.25664457	15.51247616	9.517908429	0	40.28702916	35.30267636	0.147360102	1.851211283			
T3	50/30	V	826996.4421	1152501.692	89.73153103	236.1517264	185.5880812	38.24913295	3.644501546	-3.423448222	4.924830622	799.4495877	51.88505886	59.51424191	38.26195269	0.920161595	149.6612535	223.8372142	0.560474098	7.014966128			
T3	60/10	V	826989.1886	1152480.54	63.30644827	267.7579	NA	NA	NA	NA	0.307872586	1222.533534	54.03438705	51.0993106	29.82630579	0	134.9600034	NA	NA	NA			
T3	60/40	V	826985.2018	1152510.274	81.05442052	144.0153195	141.3566927	61.53710062	0.791998094	-2.153652578	1.279163797	672.8174966	33.39472025	42.43424366	26.43264713	0.204301403	102.261611	202.8937933	0.47806231	5.782715254			
T3	70/0	V	826980.6063	1152469.3	117.9649528	144.2861098	250.4695344	31.41167733	-0.701076757	-4.732306488	2.736471188	593.6007531	42.7366188	55.33753608	23.71939127	1.043213979	121.7935462	281.8812117	0.546397129	6.374633169			
T3	70/30	V	826976.6195	1152499.034	57.8668479	79.25130084	97.47530528	28.63607653	0.393098819	-1.414587764	0.48253286	1202.446016	30.64480333	51.58183717	31.66549877	0	113.8921393	126.1113818	0.36208933	4.196522488			
T3	80/10	V	826969.366	1152477.882	73.60231385	126.0980265	141.7066938	46.44054018	0.412610941	-2.432299284	0.965390687	1076.926547	133.3794574	110.9929369	62.68085962	1.507450471	307.0532539	188.147234	0.473342043	5.698666947			
T3	80/40	V	826965.3792	1152507.616	81.419005	93.12930483	149.6692187	25.92817331	-0.037467223	-2.437507634	0.967228887	627.7154638	37.45241307	61.01916563	27.49391538	0.810972349	125.9654941	175.597392	0.490969621	5.965744074			
T3	90/0	V	826960.7836	1152466.642	84.91901596	110.4824513	129.0629042	28.63607653	1.346517375	-1.576567438	0	705.5410411	75.37929314	52.60924813	25.5191421	0	153.5076834	157.6989807	0.424554349	4.762392268			
T3	90/30	V	826956.7969	1152496.376	76.57732317	205.1322653	95.15654802	9.477661262	6.324120684	-0.663543745	0	604.2144836	41.33135911	33.24700108	19.02943545	0	93.60779564	104.6342093	0.329340401	4.061864941			
T3	100/10	V	826949.5434	1152475.224	63.7001995	199.3693744	111.125348	72.50410865	2.837147044	-1.693755305	0.70242555	605.3766339	51.76073599	42.29932513	28.38767804	0.295368833	122.4477392	183.6294567	0.481900428	6.046486505			
T3	100/40	V	826945.5566	1152504.958	106.546167	112.2200225	203.8756385	31.41167733	-0.590040225	-3.476052553	0	479.1367181	26.69582189	43.39765884	19.30309523	0	89.39657596	235.2873158	0.418058549	4.803028217			
T3	110/0	V	826940.961	1152463.984	46.91473027	333.7813085	117.0753667	42.37868536	7.901499527	-2.505737014	0.486684731	422.6838188	28.9767741	35.83226097	18.84437114	0.105803682	83.65340621	159.4540521	0.515487715	6.489622128			
T3	110/30	V	826936.9743	1152493.718	94.48571259	125.5113141	190.5755969	49.21614098	-0.706953968	-3.431781581	0.892444899	563.7044528	20.7129735	45.46557159	21.91925252	0.510639836	88.09779761	239.7917379	0.509521653	6.050569629			
T3	120/10	V	826929.7208	1152472.567	55.16861215	310.263384	85.83776883	16.31511689	9.402825372	-1.095327024	0.302143693	668.3721758	22.36914775	45.06830555	19.20320905	0.054225216	86.64066235	102.1528857	0.523859989	6.88370407			
T3	120/40	V	826925.734	1152502.3	81.78358947	313.3946657	93.80029377	23.15257251	9.936621033	-0.429168011	0	NA	NA	NA	NA	NA	NA	116.9528663	NA	NA			
T3	130/0	V	826921.1384	1152461.326	62.65019621	279.0505011	108.7628406	45.08658857	6.708973863	-1.646880158	1.896085142	751.4040114	19.8801105	55.0522977	25.85847883	0.184777593	100.790887	153.8494292	0.54934242	7.104828631			
T3	130/30	V	826917.1516	1152491.06	102.3169871	152.1164633	253.4445438	62.89105223	-2.210790915	-5.397412737	1.271061065	728.9373826	80.66904248	81.00504157	45.75811795	0.737443168	207.432202	316.335596	0.518118301	6.263680178			
T3	140/10	V	826909.8982	1152469.909	75.81898746	109.4218559	113.7503563	56.05359661	0.551317516	-1.354691743	0	1168.1047	41.27858167	63.06467385	41.06077486	0	145.4040304	169.8039529	0.462203253	5.646129931			
T3	140/40	V	826905.9114	1152499.643	80.96692025	89.09001586	126.2191453	48.67456034	-0.172741769	-1.616150895	1.067658019	1034.378954	35.13785613	56.86218503	25.42958454	0.231407866	117.4296257	174.8937056	0.364124395	5.097741536			
T3	150/0	V	826901.3158	1152458.668	85.75026856	162.5193248	149.3629678	56.05359661	1.53046532	-2.271882115	1.006587606	506.3774112	16.97081215	43.82477597	34.93259265	3.03376593	95.72818077	205.4165644	0.520839986	6.541397112			
T3	150/30	V	826897.329	1152488.402	111.0961813	155.9300936	204.8818917	79.34156428	-0.614185038	-3.349489657	5.206288149	1253.187644	57.71756279	104.8914485	52.71550002	1.599551832	215.3245113	284.223456	0.519232253	6.450800707			
T3	160/10	V	826890.0756	1152467.251	63.02936407	274.6533821	104.4753272	43.73263697	6.7669565	-1.480212969	0.240943677	642.8897492	26.27823926	70.61850884	31.63875594	0.15717576	128.535504	148.2079642	0.516316955	6.223463292			
T3	160/40	V	826886.0888	1152496.985	60.7835237	128.2869149	114.4503584	39.60308456	1.250606987	-1.916672669	1.135633002	720.1558405	33.7012035	53.9873252	26.40517777	0.404641516	114.0937065	154.053443	0.57902538	7.274006338			
T3	170/0	V	826881.4932	1152456.011	85.02109961	77.51372961	128.0566511	34.11958054	0.012807058	-1.53698398	0	644.2813949	15.54051281	34.31037051	27.21601134	0	77.06689466	162.1762316	0.459338214	5.144587995			
T3	170/30	V	826877.5064	1152485.745	62.70852973	129.5280372	114.4503584	35.47353215	1.511167014	-1.847922454	0.921862011	574.251888	22.71049132	46.95778732	21.35867078	0.087446364	91.02694942	149.9238906	0.539791441	6.757032146			
T3	180/10	V	826870.253	1152464.593	58.37726616	NA	106.4440834	56.05359661	NA	NA	2.227343424	942.0789938	47.63187939	63.49729914	33.15670406	0.681465968	144.2858826	162.49768	NA	NA			
T3	180/40	V	826866.2662	1152494.327	62.3147785	118.1322779	110.7753469	23.15257251	1.661397747	-1.730734587	0.24491104	786.8109682	19.16273349	61.7371592	22.13249271	0.324768508	103.0323854	133.9279194	0.457308907	6.402324698			
T3	190/0	V	826861.6706	1152453.353	74.15648225	186.8001903	152.3379771	27.28212492	2.904877519	-2.792196245	2.712981564	1210.16034	19.8892621	75.4540354	26.10769336	0.976524579	121.4509909	179.620102	0.554017771	6.88435198			
T3	190/30	V	826857.6838	1152483.087	38.52928734	228.9833049	77.1752417	21.7986209	6.019240343	-1.380212656	0.061329808	765.6874401	12.78416417	40.76673192	22.74963891	0	76.300535	98.9738626	0.456547981	5.715980726			
T3	200/10	V	826850.4304	1152461.935	56.58351055	84.46401453	110.7753469	28.63607653	0.058432201	-1.935422728	0.244316664	612.8911589	27.94511565	46.28061696	27.59721492	0	101.8229475	139.4114234	0.472818159	5.91931964			
T3	200/40	V	826846.4436	1152491.669	97.22738784	213.9243542	168.6567782	99.92162873	1.520476253	-2.551049656	2.698858336	878.2747126	52.30772834	76.91936065	33.65978589	0.849599255	162.8868749	268.5784069	0.622691213	8.122457444			
T3	210/0	V	826841.848	1152450.695	36.93969902	185.2119836	59.54393649	32.76562893	4.637218471	-0.807294195	0	904.0031382	40.96186766	48.04814107	43.42138519	0	132.4313939	92.30956542	0.319333539	3.991669238			
T3	210/30	V	826837.8612	1152480.429	102.4044874	160.3304363	194.2506084	61.53710062	0.248114812	-3.280218607	1.597086472	824.4568591	43.34148486	54.75624555	30.98129191	0.455519292	129.0790223	255.787709	0.500711773	6.142660507			
T3	220/10	V	826830.6078	1152459.277	81.05442052	82.13973094	NA	NA	NA	NA	0.301989608	427.5102255	44.04504692	32.16670484	21.08784183	1.010213079	97.29959359	NA	NA	NA			
T3	220/40	V	826826.621	1152489.011	108.9232578	149.4988235	177.2755552	46.44054018	1.239499496	-2.441153479	3.072138114	391.1393888	42.06034447	31.83559526	20.29631159	0	94.19225132	223.7160954	0.465591154	5.623610805			
T3	230/20	V	826819.3675	1152467.86	103.658658	349.5043402	141.0504418	57.40754822	9.096607437	-1.335420849	1.971209967	1164.633934	81.09683169	83.46928507	34.84486601	0.92307208	199.4109828	198.45799	0.390907114	4.672703646			
T3	240/20	V	826809.4562	1152466.531	112.3357685	115.695165	159.337999	51.9240442	0.598888937	-1.678651091	5.196924467	853.2495712	39.44359748	75.61707378	31.53336076	1.381534637	146.594032	211.2620432	0.495588729	5.563684785			
T3	40.40.1	V	827005.6872	1152509.419	10.73336695	333.8619009	9.275029048	187.2515075	5.288168974	0.052083496	1.768354107	874.3478668	30.87370849	51.12808593	27.36396361	1.815683065	109.365758	196.5265365	0.540887143	6.674160993			
T3	60.10.1	V	826991.7404	1152478.289	13.24170814	345.144831	10.71878357	222.0480639	4.48641756	0.090104449	0.662211694	1092.258333	108.4172648	63.83817636	35.40666004	2.015323514	207.6621012	232.7668475	0.443652292	5.275604423			
T3	60.40.1	V	826983.0558	1152509.875	6.066685667	513.0348305	6.825021375	231.2549348	10.03648428	-0.027083418	1.606139786	735.2692412	52.69013112	95.72963004	35.45363686	2.599514805	183.873398	238.0799562	0.551496207	6.908215646			
T3	90.00.1	V	826964.4419	1152468.555	5.410433612	407.2009464	0	319.9387652	3.309736243	0.193229772	0.380156866	469.5368714	74.17568982	83.92683927	21.56238184	1.22723417	179.6649109	319.9387652	0.564924691	6.893996227			
T3	100.10.1	V	826948.3954	1152472.8	2.275007125	0.513288759	0	339.4356683	-12.02312044	0.081250254	3.021728486	678.7218724	78.32363657	62.29732979	26.82210781	2.004447618	167.4430742	339.4356683	0.631989878	7.603029748			
T3	110.30.1	V	826932.2832	1152497.175	10.35419909	304.9775999	2.887509043	182.3772817	4.645250294	0.266667502	0	508.5629854	41.94314377	65.64741517	18.6840675	0.28685256	126.2746264	185.2647907	0.367031364	4.443011246			
T3	150.30.1	V	826893.1528	1152483.655	12.9208738	507.1677068	0	309.3779426	7.525379928	0.461459779	0.914872926	704.7874779	54.79378218	93.96534492	28.39671295	1.397458764	177.1558401	309.3779426	0.519162739	6.210724615			
T3	180.10.1	V	826864.0096	1152467.287	0	540.4523505	0	272.4827613	9.570342473	0	4.401381343	1480.349823	135.6094558	168.0568285	67.55201996	6.020544955	371.2183043	272.4827613	0.696848961	9.202224638			
T3	190.00.1	V	826861.3462	1152453.289	0.641668676	560.3103075	0.131250411	200.1817454	12.87996358	0.018229224	6.813535918	1434.48473	114.0396167	125.3889816	63.41508461	6.962225127	302.8436829	200.3129958	0.657237597	9.001297524			
T3	200.10.1	V	826849.4958	1152458.521	0	444.8859328	0	246.8930759	7.071173462	0	3.30667848	818.1430207	77.46117446	59.31536242	42.18542353	1.876796713	178.9619604	246.8930759	0.482659566	6.033244575			
T3	200.40.1	V	826844.7404	1152491.128	24.01882522	321.4506778	17.98130632	205.9360397	4.341148464	0.215625675	1.822908011	1050.049092	39.69238286	86.37362787	29.30150567	4.000636263	155.3675164	223.917346	0.584413791	7.166254356			
T3	210.00.1	V	826845.0995	1152446.762	0	833.2443859	0	434.686164	14.23422221	0	4.271473465	1165.816048	230.5023703	122.3077802	92.49373059	4.58935729	445.3038811	434.686164	0.561830379	6.903847883			
T3	220.10.1	V	826829.0201	1152452.607	24.47090997	389.7124047	26.60008331	186.4391365	7.183717674	-0.076041905	3.452113986	798.8665727	77.77623909	66.99447942	29.82600032	3.716298715	174.5967188	213.0392198	0.396861147	4.665538367			
T3	220.40.1	V	826823.5129	1152486.607	8.37085955	203.5891903	5.73126795	169.1762535	1.323304583	0.094271129	1.986753064	904.7101071	58.4629057	58.47126444	26.74024886	3.566628371	143.674419	174.9075215	0.412286547	5.649202904			
T4	1	A	828253.9723	1152747.471	31.87641387	179.9561988	67.91873425	97.68140314	8.628403	-1.287226	2.381986813	1110.839806	90.30024853	81.26579586	39.547072	5.320120604	211.1131164	165.6001374	0.289170367	4.241165378	0.43458264	0.096661356	0.000423953
T4	2	A	828253.1572	1152748.05	68.59930157	95.16675349	155.9388743	118.059021	4.495936	-3.11927	6.095682177	1542.910922	118.6134141	118.2786297	51.5455968	10.98934022	288.4376406	273.9978953	0.374822691	4.966400662			
T4	3	A	828252.3422	1152748.629	25.4647876	89.9473962	45.42840548	95.05353678	5.89419	-0.712986	1.215605519	1619.456382	107.4591153	190.1330048	54.57158557	4.848553435	352.1637057	140.4819423	0.283315594	3.966418319			
T4	11	A	828245.8218	1152753.265	105.9542869	217.7139972	171.0362219	102.25505	9.103111	-2.324355	4.378174914	1511.541446	17.18516514	63.64455214	28.56081393	6.438495359	109.3905312	273.2912719	0.454070484	5.448845802			
T4	12	A	828245.0067	1152753.844	83.85595171	237.6854682	134.3888617	131.3112082	11.373706	-1.804747	6.348181767	1814.951027	202.4315344	143.1934286	83.87211509	12.90222707	429.4970781	265.7000699	0.553103255	7.651261697			
T4	13	A	828244.1917	1152754.423	112.8242533	110.5795752	128.4187798	154.280092	8.902326	-0.556947	4.988441298	1519.88317	156.4640576	121.282435	68.22431078	9.548397195	345.9708034	282.6988718	0.47429645	5.217260953			
T4	14	A	828243.3766	1152755.003	68.78965147	109.7260768	98.63598484	86.00675496	5.924518	-1.06594	4.539606834	1881.849698	143.0978129	83.54415552	122.1951928	13.21071184	348.8371612	184.6427398	0.38734632	4.744992416			
T4	15	A	828242.5616	1152755.582	105.7618789	85.57498278	197.8623658	114.9684484	3.872962	-3.289303	7.074081999	1121.921905	74.6491586	78.15250909	47.85557733	7.787935509	200.657245	312.8308142	0.478931401	5.459817967			
T4	16	A	828241.7465	1152756.162	63.27812025	130.7248089	86.055923	92.15661408	7.146558	-0.813493	2.029881367	1287.153169	67.91069301	91.8178767	47.18773235	4.432076392	206.9163021	178.2125371	0.372435558	4.283008918			
T4	17	A	828240.9315	1152756.741	79.64328345	157.5750924	98.15007725	233.0548952	13.290114	-0.660957	6.581704918	1700.015407	157.392647	120.4975308	73.15539327	10.87883699	351.0455711	331.2049725	0.37607277	5.076982395			
T4	18	A	828240.1165	1152757.32	61.18546552	68.46346611	95.69412526	102.2765877	4.865407	-1.232452	1.928627269	1785.147705	97.39447733	80.43006128	54.73688047	6.676350035	232.5614191	197.970713	0.377470552	4.057808434			
T4	19	A	828239.3014	1152757.9	43.22611565	50.30233277	52.79978443	75.14367901	4.138298	-0.341917	2.343048979	1526.883677	121.1127524	72.18118664	49.17166905	7.667884765	242.4656081	127.9434634	0.286805784	3.919679052			
T4	20	A	828238.4864	1152758.479	40.81257511	279.7076767	80.56411293	28.51209332	9.588151	-1.419698	3.700475475	930.777431	128.1310708	86.34943357	55.12172024	6.235785404	269.6022246	109.0762063	0.366198195	5.676072016			
T4	21	A	828237.6713	1152759.059	43.33951587	128.9571624	59.06779915	100.1906557	7.622126	-0.561724	5.726458556	1694.600768	156.957503	108.7928323	66.67426712	10.56754621	332.4246024	159.2584549	0.375520049	4.412360581			
T4	22	A	828236.8563	1152759.638	59.91038604	71.95753002	133.2812549	90.57627242	3.18439	-2.620388	2.904633967	1859.346419	126.554609	75.41495475	58.98951986	9.941815522	260.9590836	223.8575273	0.377878938	4.817956466			
T4	23	A	828236.0412	1152760.217	40.43850049	89.39036949	69.66975941	81.11911824	5.045651	-1.043974	4.012438654	1499.761172	115.8537794	106.2049108	62.31738883	8.745474597	284.376079	150.7888777	0.379619511	4.65033901			
T4	24	A	828235.2262	1152760.797	102.9680312	192.5380904	159.2492891	176.8247369	11.181485	-2.010045	7.91303485	1202.498599	118.4285652	93.42291544	55.07996238	9.370470547	266.931443	336.074026	0.4653082	5.862883316			
T4	25	A	828234.4111	1152761.376	71.88296335	212.3968026	140.0339498	157.6242389	10.781073	-2.433964	11.40365943	1745.214945	249.1243816	107.8822039	93.38418091	19.84829654	450.3907664	297.6581887	NA	NA			
T4	26	A	828233.5961	1152761.955	64.94109313	108.5322134	118.6592704	133.6753522	6.731764	-1.918506	8.277390141	1332.33926	132.9541053	98.36767627	52.89593323	10.43892009	284.2177148	252.3346226	0.466813807	6.442030531			
T4	27	A	828232.781	1152762.535	77.10995214	242.3394201	153.9188615	175.0167528	12.162402	-2.743175	7.157423606	1687.024784	217.0731928	113.5201578	74.65776563	14.15444618	405.2511162	328.9356143	0.568025623	6.910978408			
T4	28	A	828231.966	1152763.114	60.66258374	248.1010015	100.7995341	178.6120556	13.80629	-1.433463	10.18442556	1637.001224	169.3156956	112.7079044	64.81590248	12.66465724	346.8395025	279.4115897	0.45500848	6.279117031			
T4	29	A	828231.1509	1152763.694	81.78392409	191.050187	143.5826217	190.7605483	11.429001	-2.207096	10.99141989	1416.00532	160.648147	113.5054257	66.7642743	13.81171324	340.917847	334.34317	0.471276691	6.032341648			
T4	30	A	828230.3359	1152764.273	75.30375905	343.7461929	126.3829907	62.99022076	12.702042	-1.824258	1.131627643	2014.772934	83.64871508	106.3757604	46.71765341	8.221231761	236.7421289	189.3732115	0.560861491	6.449907151			
T4	31	A	828229.5208	1152764.852	56.68261758	104.441524	88.46943093	105.0079269	6.345094	-1.135243	5.598065686	1480.791948	111.0822873	89.55664499	51.17599159	9.293718535	251.8149239	193.4773578	0.475164128	5.226805408			
T4	32	A	828228.7058	1152765.432	66.11060488	90.26246672	52.34176901	60.45303162	5.874441	0.491744	2.129967139	1572.126961	92.63954957	67.44687103	41.80522639	5.432558594	201.891647	112.7948006	0.276060597	3.312727164			
T4	33	A	828227.8907	1152766.011	56.93954045	126.9405132	79.54513828	100.4821517	7.314895	-0.807343	4.089519112	1391.403096	131.9441939	85.98121123	50.40491924	7.338875816	268.3303244	180.02729	0.377941748	4.157359223			
T4	34	A	828227.0757	1152766.591	121.3510235	213.4567865	170.9830005	145.7663925	11.056829	-1.772571	2.360536992	1731.888523	125.8760436	69.62474394	66.82908883	8.32474479	262.3298764	316.749393	0.281122474	3.748299658			
T4	35	A	828226.2606	1152767.17	43.68179362	78.44503187	60.27898831	52.18891356	4.072741	-0.592757	3.909487409	1147.162235	63.91461579	68.29351236	48.74660263	6.01392608	180.9547308	112.4679019	NA	NA			
T4	36	A	828225.4456	1152767.749	50.48458289	84.49478942	57.8801884	78.10400912	5.542971	-0.264129	3.163935555	1363.907108	134.4255292	94.45694702	73.34525572	5.967237786	302.2277319	135.9841975	0.371688987	4.274423346			
T4	37	A	828224.6306	1152768.329	27.13987677	128.4292927	62.34490559	72.50147218	5.918776	-1.257322	3.844441553	1672.674728	124.8598844	96.06890661	79.11884363	7.784354355	300.0476346	134.8463778	0.381641906	4.293471438			
T4	38	A	828223.8155	1152768.908	71.07957301	135.4192211	119.2060669	144.6330824	8.283065	-1.718803	10.43330361	1568.121019	142.6232865	132.095718	97.90766191	13.27040488	372.6266664	263.8391493	0.468308043	6.275327779			
T4	39	A	828223.0005	1152769.488	27.58162999	124.8220522	71.05314449	95.77819993	6.326026	-1.552554	11.88359147	1729.919498	131.0374325	88.64152807	80.67389399	18.46952774	300.3528546	166.8313444	0.4735942	5.872568084			
T4	40	A	828222.1854	1152770.067	58.65593457	263.3908266	102.128575	29.69142565	8.914629	-1.552594	6.700876304	2538.619494	99.43550971	132.5325847	93.95289648	10.70690307	325.9209909	131.8200007	0.366041677	4.850052221			
T4	41	A	828221.3704	1152770.646	47.39475929	164.7976019	85.00053437	93.41492098	7.878812	-1.343063	13.59247067	1492.562568	128.1099758	121.3959834	100.1788528	16.62736831	349.684812	178.4154554	0.472761734	5.578588458			
T4	42	A	828220.5553	1152771.226	64.09755011	77.82082102	91.50026151	92.97793105	5.121287	-0.978668	5.25881445	1235.222559	75.7702155	74.71194223	68.70071745	7.732475587	219.1828752	184.4781926	0.374837336	4.498048035			
T4	43	A	828219.7403	1152771.805	36.44263827	176.6307434	76.31364964	119.4745707	9.151225	-1.423965	5.262937902	1215.72529	97.16681161	74.08919453	77.94383121	7.696166858	249.1998374	195.7882203	0.285695942	4.285439126			
T4	44	A	828218.9252	1152772.385	17.40719406	108.3244827	52.63992011	116.6800682	6.777565	-1.258312	5.998589713	1685.41656	225.4336979	100.2960464	153.0299537	11.50449577	478.759698	169.3199883	0.466776381	5.041184919			
T4	45	A	828218.1102	1152772.964	0	152.3026063	64.56393381	73.99827178	5.776319	-2.305855	5.829375907	1435.417411	617.9856029	99.94805783	262.0413329	11.93186507	979.9749936	138.5622056	0.480325861	5.667845156			
T4	46	A	828217.2951	1152773.543	0	112.0165591	8.253053212	113.1202353	7.745848	-0.294752	18.45405168	1270.0425	142.9982948	109.2523588	56.31541287	11.09831787	308.5660665	121.3732885	0.36111311	5.236140098			
T4	47	A	828216.4801	1152774.123	11.8734118	26.75183681	17.57436404	84.50042998	3.76969	-0.203605	1.414973187	1196.245058	251.2542238	58.5943824	106.0280932	5.112028236	415.8766994	102.074794	0.284952396	4.274285942			
T4	49	A	828214.85	1152775.282	NA	NA	8.424998189	91.25603302	NA	NA	2.406752519	2404.431095	282.8245436	101.8871184	107.2389249	9.148011811	491.9505869	99.68103121	NA	NA			
T4	50	A	828214.0349	1152775.861	51.70688754	239.3251796	80.56411293	22.54605919	8.321929	-1.030615	3.870438257	1209.289676	80.37318936	66.75341661	37.55518287	2.831164475	184.6817888	103.1101721	0.273457404	4.010708599			
T4	51	A	828213.2199	1152776.44	34.51055844	56.24620618	34.22320991	80.16751759	4.882181	0.010262	6.165592035	1280.969473	132.7961878	55.18329155	49.21730274	5.779097472	237.1967821	114.3907275	0.283379113	3.967307577			
T4	52	A	828212.4048	1152777.02	43.21569099	118.8141212	69.65616682	57.81555381	5.3639	-0.944303	3.755998855	1558.027649	159.2377211	72.18986144	76.94208045	9.58944864	308.369663	127.4717206	0.375718964	4.32076809			
T4	53	A	828211.5898	1152777.599	27.63308489	68.70344044	38.10705959	99.73204329	5.641482	-0.374071	4.264881303	1343.095691	118.7648341	84.4564886	58.84183367	8.259669638	262.0631564	137.8391029	0.380784337	5.045392468			
T4	54	A	828210.7747	1152778.179	81.104731	151.2988688	98.96506493	100.2768318	8.346977	-0.637869	4.000028417	1626.393696	197.0981071	81.38501703	84.97759024	10.94622442	363.4607144	199.2418967	0.375197334	4.40856868			
T4	55	A	828209.9597	1152778.758	29.7218598	69.5156439	31.70426791	103.0817691	6.093393	-0.0708	4.00174712	1507.859353	158.1247582	52.2202395	73.88389148	7.32727992	284.2288892	134.786037	0.28547531	3.806337468			
T4	56	A	828209.1447	1152779.337	28.21216029	113.1293141	40.51719475	94.44102683	6.973761	-0.439466	0.266985181	1418.265201	95.3708167	59.72946485	56.87952258	4.811707547	211.9798041	134.9582216	0.283161783	3.492328658			
T4	57	A	828208.3296	1152779.917	29.77222893	214.4689543	26.93469978	124.4257681	12.204723	0.10134	2.281664465	1672.168221	120.1460287	69.37336409	66.75828996	6.999839558	256.2776828	151.3604679	0.279795741	3.45081414			
